INCIDENT_NUMBER;OFFENSE_CODE;OFFENSE_CODE_GROUP;OFFENSE_CODE_GROUP_No;OFFENSE_DESCRIPTION;DISTRICT;District_simple;District_simple_No;REPORTING_AREA;OCCURRED_ON_DATE;Hour1;Start_Night;Start_Day;Night_Day;YEAR;MONTH;DAY_OF_WEEK;WE_Workday;WE_Workday_No;HOUR;Counts_per_hour;STREET;Lat;Long;Location
I172030746;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;150;10.04.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;4;Monday;Workdays;1;0;244;WARREN AVE;42.34410905;-71.07517689;(42.34410905, -71.07517689)
I172030730;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;A7;A;1;10;20.04.2017 08:50;08:50:00;17:00:00;08:00:00;Day;2017;4;Thursday;Workdays;1;8;195;FORD ST;42.38742477;-71.00711109;(42.38742477, -71.00711109)
I172030645;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A7;A;1;22;19.04.2017 20:47;20:47:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;20;305;HAVRE ST;42.37622688;-71.03439728;(42.37622688, -71.03439728)
I172030580;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;560;19.04.2017 16:11;16:11:00;17:00:00;08:00:00;Day;2017;4;Wednesday;Workdays;1;16;231;KITTREDGE ST;42.28474254;-71.12953347;(42.28474254, -71.12953347)
I172030570;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;574;19.04.2017 16:30;16:30:00;17:00:00;08:00:00;Day;2017;4;Wednesday;Workdays;1;16;231;ASHMONT ST;42.28583164;-71.0640336;(42.28583164, -71.06403360)
I172030445;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;219;19.04.2017 10:17;10:17:00;17:00:00;08:00:00;Day;2017;4;Wednesday;Workdays;1;10;178;COLUMBIA RD;42.33044247;-71.04678531;(42.33044247, -71.04678531)
I172030212;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;799;18.04.2017 14:40;14:40:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;14;242;WADSWORTH ST;42.3551479;-71.12674488;(42.35514790, -71.12674488)
I172030134;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;67;01.02.2017 12:00;12:00:00;17:00:00;08:00:00;Day;2017;2;Wednesday;Workdays;1;12;258;JOY ST;42.36058947;-71.0651034;(42.36058947, -71.06510340)
I172029987;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;66;17.04.2017 18:25;18:25:00;17:00:00;08:00:00;Night;2017;4;Monday;Workdays;1;18;285;REVERE ST;42.35952409;-71.06883721;(42.35952409, -71.06883721)
I172029540;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;294;16.04.2017 02:04;02:04:00;17:00:00;08:00:00;Night;2017;4;Sunday;Weekend;2;2;181;SAINT JAMES ST;42.32672962;-71.08570602;(42.32672962, -71.08570602)
I172029509;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;330;15.04.2017 19:20;19:20:00;17:00:00;08:00:00;Night;2017;4;Saturday;Weekend;2;19;274;SUPPLE RD;42.30565415;-71.08186812;(42.30565415, -71.08186812)
I172029449;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;915;15.04.2017 17:29;17:29:00;17:00:00;08:00:00;Night;2017;4;Saturday;Weekend;2;17;277;MARY BOYLE WAY;42.33081371;-71.05136798;(42.33081371, -71.05136798)
I172029388;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;620;12.04.2017 20:45;20:45:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;20;305;BURBANK ST;42.34447409;-71.08889326;(42.34447409, -71.08889326)
I172029264;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;409;14.04.2017 18:00;18:00:00;17:00:00;08:00:00;Night;2017;4;Friday;Workdays;1;18;285;RIVER ST;42.27158947;-71.07752678;(42.27158947, -71.07752678)
I172029117;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;C11;C;3;398;14.04.2017 13:22;13:22:00;17:00:00;08:00:00;Day;2017;4;Friday;Workdays;1;13;206;BRENT ST;42.28918711;-71.06973172;(42.28918711, -71.06973172)
I172028983;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;914;14.04.2017 04:59;04:59:00;17:00:00;08:00:00;Night;2017;4;Friday;Workdays;1;4;77;KEMP ST;42.32685183;-71.05574441;(42.32685183, -71.05574441)
I172028921;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;550;12.04.2017 06:30;06:30:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;6;100;POPLAR ST;42.27225473;-71.13167145;(42.27225473, -71.13167145)
I172028746;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;455;13.04.2017 06:00;06:00:00;17:00:00;08:00:00;Night;2017;4;Thursday;Workdays;1;6;100;WASHINGTON ST;42.30144714;-71.07681348;(42.30144714, -71.07681348)
I172028745;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;455;13.04.2017 09:00;09:00:00;17:00:00;08:00:00;Day;2017;4;Thursday;Workdays;1;9;167;WASHINGTON ST;42.30144714;-71.07681348;(42.30144714, -71.07681348)
I172028595;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;457;12.04.2017 17:48;17:48:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;17;277;BRADSHAW ST;42.29890415;-71.08187549;(42.29890415, -71.08187549)
I172028326;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;763;12.04.2017 00:47;00:47:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;0;244;FOSTER ST;42.34996895;-71.15699724;(42.34996895, -71.15699724)
I172028149;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;571;11.04.2017 08:30;08:30:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;8;195;MONTEBELLO RD;42.31176766;-71.09971564;(42.31176766, -71.09971564)
I172028106;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;151;11.04.2017 10:59;10:59:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;10;178;CHANDLER ST;42.34649159;-71.07276406;(42.34649159, -71.07276406)
I172028010;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E18;E;5;502;10.04.2017 22:27;22:27:00;17:00:00;08:00:00;Night;2017;4;Monday;Workdays;1;22;278;HYDE PARK AVE;42.28519412;-71.11881058;(42.28519412, -71.11881058)
I172027873;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;571;08.03.2017 18:00;18:00:00;17:00:00;08:00:00;Night;2017;3;Wednesday;Workdays;1;18;285;MONTEBELLO RD;42.31176766;-71.09971564;(42.31176766, -71.09971564)
I172027858;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A7;A;1;907;08.04.2017 19:00;19:00:00;17:00:00;08:00:00;Night;2017;4;Saturday;Weekend;2;19;274;CUNARD WAY;42.37042773;-71.04096159;(42.37042773, -71.04096159)
I172027703;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;401;09.04.2017 20:22;20:22:00;17:00:00;08:00:00;Night;2017;4;Sunday;Weekend;2;20;305;TALBOT AVE;42.28863812;-71.06631579;(42.28863812, -71.06631579)
I172027274;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A15;A;1;55;07.04.2017 08:27;08:27:00;17:00:00;08:00:00;Day;2017;4;Friday;Workdays;1;8;195;SCHOOL ST;42.37874043;-71.06354819;(42.37874043, -71.06354819)
I172027260;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;145;01.04.2017 15:00;15:00:00;17:00:00;08:00:00;Day;2017;4;Saturday;Weekend;2;15;241;HUNTINGTON AVE;42.34341962;-71.083956;(42.34341962, -71.08395600)
I172027184;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;325;07.04.2017 08:30;08:30:00;17:00:00;08:00:00;Day;2017;4;Friday;Workdays;1;8;195;HOWARD AVE;42.31531528;-71.07544326;(42.31531528, -71.07544326)
I172027087;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;427;21.03.2017 12:00;12:00:00;17:00:00;08:00:00;Day;2017;3;Tuesday;Workdays;1;12;258;BABSON ST;42.27491663;-71.09220444;(42.27491663, -71.09220444)
I172027083;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;257;07.04.2017 07:00;07:00:00;17:00:00;08:00:00;Night;2017;4;Friday;Workdays;1;7;152;EVERETT AVE;42.31526714;-71.0630687;(42.31526714, -71.06306870)
I172026989;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;285;06.04.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;4;Thursday;Workdays;1;0;244;TREMONT ST;42.33613157;-71.08616978;(42.33613157, -71.08616978)
I172026904;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;25;07.04.2017 02:20;02:20:00;17:00:00;08:00:00;Night;2017;4;Friday;Workdays;1;2;181;FALCON ST;42.3819736;-71.03768922;(42.38197360, -71.03768922)
I172026897;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;227;07.04.2017 01:24;01:24:00;17:00:00;08:00:00;Night;2017;4;Friday;Workdays;1;1;171;E FOURTH ST;42.33479672;-71.0324864;(42.33479672, -71.03248640)
I172026869;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;613;06.04.2017 21:42;21:42:11;17:00:00;08:00:00;Night;2017;4;Thursday;Workdays;1;21;303;RIVERWAY;42.34219356;-71.10649506;(42.34219356, -71.10649506)
I172026733;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;273;06.04.2017 08:00;08:00:00;17:00:00;08:00:00;Day;2017;4;Thursday;Workdays;1;8;195;MASSACHUSETTS AVE;42.33825572;-71.07920918;(42.33825572, -71.07920918)
I172026728;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;417;06.04.2017 11:20;11:20:00;17:00:00;08:00:00;Day;2017;4;Thursday;Workdays;1;11;193;STOCKTON ST;42.28265604;-71.07374541;(42.28265604, -71.07374541)
I172026677;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;365;06.04.2017 08:08;08:08:00;17:00:00;08:00:00;Day;2017;4;Thursday;Workdays;1;8;195;FLORIDA ST;42.29199888;-71.06024494;(42.29199888, -71.06024494)
I172026536;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;291;05.04.2017 17:34;17:34:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;17;277;HIGHLAND ST;42.32725736;-71.09274062;(42.32725736, -71.09274062)
I172026464;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;462;05.04.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;4;Wednesday;Workdays;1;10;178;ROSSETER ST;42.30116123;-71.07284279;(42.30116123, -71.07284279)
I172026404;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;435;04.04.2017 08:30;08:30:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;8;195;WENTWORTH ST;42.28712912;-71.07514543;(42.28712912, -71.07514543)
I172026403;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;450;05.04.2017 11:05;11:05:00;17:00:00;08:00:00;Day;2017;4;Wednesday;Workdays;1;11;193;DUNLAP ST;42.29281079;-71.07327594;(42.29281079, -71.07327594)
I172026364;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;315;05.04.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;4;Wednesday;Workdays;1;0;244;WAUMBECK ST;42.3140129;-71.08635277;(42.31401290, -71.08635277)
I172026311;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;216;04.04.2017 22:12;22:12:00;17:00:00;08:00:00;Night;2017;4;Tuesday;Workdays;1;22;278;W EIGHTH ST;42.33422242;-71.05280798;(42.33422242, -71.05280798)
I172026287;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;66;04.04.2017 20:25;20:25:00;17:00:00;08:00:00;Night;2017;4;Tuesday;Workdays;1;20;305;W CEDAR ST;42.36063386;-71.07005247;(42.36063386, -71.07005247)
I172026264;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;794;04.04.2017 18:40;18:40:00;17:00:00;08:00:00;Night;2017;4;Tuesday;Workdays;1;18;285;RADCLIFFE RD;42.35085449;-71.13408859;(42.35085449, -71.13408859)
I172026173;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;438;04.04.2017 13:25;13:25:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;13;206;COLONIAL AVE;42.29040923;-71.07693574;(42.29040923, -71.07693574)
I172026152;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;266;04.04.2017 13:47;13:47:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;13;206;WINTHROP ST;42.32424069;-71.07761917;(42.32424069, -71.07761917)
I172026143;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;458;04.04.2017 13:05;13:05:00;17:00:00;08:00:00;Day;2017;4;Tuesday;Workdays;1;13;206;ERIE ST;42.30153144;-71.08257819;(42.30153144, -71.08257819)
I172025991;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;320;30.03.2017 13:00;13:00:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;13;206;GEORGIA ST;42.3099567;-71.08430841;(42.30995670, -71.08430841)
I172025970;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E5;E;5;736;03.04.2017 07:40;07:40:00;17:00:00;08:00:00;Night;2017;4;Monday;Workdays;1;7;152;HENSHAW TER;42.28665447;-71.15577899;(42.28665447, -71.15577899)
I172025642;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;706;01.04.2017 12:00;12:00:00;17:00:00;08:00:00;Day;2017;4;Saturday;Weekend;2;12;258;PARTRIDGE ST;42.27218114;-71.14864941;(42.27218114, -71.14864941)
I172025594;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;515;02.04.2017 16:43;16:43:00;17:00:00;08:00:00;Day;2017;4;Sunday;Weekend;2;16;231;DANA AVE;42.24475716;-71.11703395;(42.24475716, -71.11703395)
I172025333;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;642;01.04.2017 17:55;17:55:00;17:00:00;08:00:00;Night;2017;4;Saturday;Weekend;2;17;277;MYRTLE ST;42.31408461;-71.11627929;(42.31408461, -71.11627929)
I172025286;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;156;26.03.2017 01:00;01:00:00;17:00:00;08:00:00;Night;2017;3;Sunday;Weekend;2;1;171;WORCESTER ST;42.33958865;-71.0781966;(42.33958865, -71.07819660)
I172025183;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;19;01.04.2017 04:06;04:06:00;17:00:00;08:00:00;Night;2017;4;Saturday;Weekend;2;4;77;SARATOGA ST;42.37864819;-71.03089238;(42.37864819, -71.03089238)
I172025127;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;406;31.03.2017 06:00;06:00:00;17:00:00;08:00:00;Night;2017;3;Friday;Workdays;1;6;100;RIVER ST;42.27148263;-71.07564385;(42.27148263, -71.07564385)
I172025062;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;222;31.03.2017 10:30;10:30:00;17:00:00;08:00:00;Day;2017;3;Friday;Workdays;1;10;178;E SECOND ST;42.33730678;-71.03646955;(42.33730678, -71.03646955)
I172025056;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;150;31.03.2017 17:08;17:08:00;17:00:00;08:00:00;Night;2017;3;Friday;Workdays;1;17;277;LAWRENCE ST;42.34582326;-71.07401699;(42.34582326, -71.07401699)
I172024960;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;316;31.03.2017 11:50;11:50:00;17:00:00;08:00:00;Day;2017;3;Friday;Workdays;1;11;193;ABBOTSFORD ST;42.31462973;-71.0926152;(42.31462973, -71.09261520)
I172024928;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;498;30.03.2017 18:00;18:00:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;18;285;NAVARRE ST;42.27458078;-71.11766502;(42.27458078, -71.11766502)
I172024847;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;88;31.03.2017 00:34;00:34:00;17:00:00;08:00:00;Night;2017;3;Friday;Workdays;1;0;244;LEWIS ST;42.36393003;-71.05238632;(42.36393003, -71.05238632)
I172024814;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E18;E;5;495;30.03.2017 21:40;21:40:36;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;21;303;HILTON ST;42.26155978;-71.12037051;(42.26155978, -71.12037051)
I172024773;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;235;30.03.2017 09:20;09:20:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;9;167;CRESCENT AVE;42.31894125;-71.05483549;(42.31894125, -71.05483549)
I172024542;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;266;30.03.2017 00:52;00:52:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;0;244;WINTHROP ST;42.32424069;-71.07761917;(42.32424069, -71.07761917)
I172024514;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;221;29.03.2017 21:31;21:31:00;17:00:00;08:00:00;Night;2017;3;Wednesday;Workdays;1;21;303;E BROADWAY;42.33550576;-71.04291647;(42.33550576, -71.04291647)
I172024282;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;168;29.03.2017 09:22;09:22:00;17:00:00;08:00:00;Day;2017;3;Wednesday;Workdays;1;9;167;E NEWTON ST;42.33794274;-71.07250126;(42.33794274, -71.07250126)
I172024213;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;145;28.03.2017 08:30;08:30:00;17:00:00;08:00:00;Day;2017;3;Tuesday;Workdays;1;8;195;CUMBERLAND ST;42.34414434;-71.08277075;(42.34414434, -71.08277075)
I172024151;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;281;28.03.2017 16:42;16:42:00;17:00:00;08:00:00;Day;2017;3;Tuesday;Workdays;1;16;231;GREENVILLE ST;42.32696802;-71.08051941;(42.32696802, -71.08051941)
I172024143;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;465;28.03.2017 15:26;15:26:00;17:00:00;08:00:00;Day;2017;3;Tuesday;Workdays;1;15;241;JOHNSTON RD;42.28750526;-71.09212143;(42.28750526, -71.09212143)
I172024138;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;460;28.03.2017 07:30;07:30:00;17:00:00;08:00:00;Night;2017;3;Tuesday;Workdays;1;7;152;STRATHCONA RD;42.30521091;-71.0793013;(42.30521091, -71.07930130)
I172024065;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;348;28.03.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;3;Tuesday;Workdays;1;0;244;DORCHESTER AVE;42.30671755;-71.05862903;(42.30671755, -71.05862903)
I172023971;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;303;24.03.2017 22:00;22:00:00;17:00:00;08:00:00;Night;2017;3;Friday;Workdays;1;22;278;BRAGDON ST;42.31888243;-71.09929423;(42.31888243, -71.09929423)
I172023947;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;326;27.03.2017 23:08;23:08:00;17:00:00;08:00:00;Night;2017;3;Monday;Workdays;1;23;231;PERTH ST;42.31310004;-71.07639747;(42.31310004, -71.07639747)
I172023884;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;24;27.03.2017 18:04;18:04:00;17:00:00;08:00:00;Night;2017;3;Monday;Workdays;1;18;285;EUTAW ST;42.37949215;-71.03685008;(42.37949215, -71.03685008)
I172023563;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;442;26.03.2017 13:50;13:50:00;17:00:00;08:00:00;Day;2017;3;Sunday;Weekend;2;13;206;WALES ST;42.29365319;-71.08311196;(42.29365319, -71.08311196)
I172023461;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;585;26.03.2017 09:16;09:16:00;17:00:00;08:00:00;Day;2017;3;Sunday;Weekend;2;9;167;FISHER AVE;42.32795652;-71.10526297;(42.32795652, -71.10526297)
I172023429;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;55;23.03.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;10;178;GREEN ST;42.37850462;-71.06195887;(42.37850462, -71.06195887)
I172023413;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;626;26.03.2017 01:44;01:44:00;17:00:00;08:00:00;Night;2017;3;Sunday;Weekend;2;1;171;QUEENSBERRY ST;42.34255587;-71.09807867;(42.34255587, -71.09807867)
I172023389;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;585;25.03.2017 21:00;21:00:00;17:00:00;08:00:00;Night;2017;3;Saturday;Weekend;2;21;303;FISHER AVE;42.32795652;-71.10526297;(42.32795652, -71.10526297)
I172023374;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;792;25.03.2017 21:28;21:28:00;17:00:00;08:00:00;Night;2017;3;Saturday;Weekend;2;21;303;COMMONWEALTH CT;42.34614027;-71.14003692;(42.34614027, -71.14003692)
I172023338;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;27;25.03.2017 18:24;18:24:00;17:00:00;08:00:00;Night;2017;3;Saturday;Weekend;2;18;285;SUMNER ST;42.3694641;-71.0410711;(42.36946410, -71.04107110)
I172023242;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;136;23.03.2017 07:00;07:00:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;7;152;COMMONWEALTH AVE;42.351153;-71.08161374;(42.35115300, -71.08161374)
I172023030;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;66;24.03.2017 05:33;05:33:00;17:00:00;08:00:00;Night;2017;3;Friday;Workdays;1;5;86;W CEDAR ST;42.35978577;-71.07010238;(42.35978577, -71.07010238)
I172022967;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;713;22.03.2017 12:00;12:00:00;17:00:00;08:00:00;Day;2017;3;Wednesday;Workdays;1;12;258;GROVE ST;42.26442723;-71.15808937;(42.26442723, -71.15808937)
I172022860;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;438;23.03.2017 01:30;01:30:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;1;171;MILLET ST;42.29098101;-71.07589348;(42.29098101, -71.07589348)
I172022858;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;329;19.03.2017 09:30;09:30:00;17:00:00;08:00:00;Day;2017;3;Sunday;Weekend;2;9;167;STANWOOD ST;42.30870132;-71.07932755;(42.30870132, -71.07932755)
I172022800;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;447;23.03.2017 17:20;17:20:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;17;277;NORWELL ST;42.29512751;-71.07820832;(42.29512751, -71.07820832)
I172022730;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E5;E;5;725;23.03.2017 06:50;06:50:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;6;100;WYCLIFF AVE;42.27648684;-71.16890962;(42.27648684, -71.16890962)
I172022700;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;272;23.03.2017 15:16;15:16:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;15;241;THORNDIKE ST;42.33305751;-71.07847418;(42.33305751, -71.07847418)
I172022686;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D4;D;4;271;23.03.2017 14:36;14:36:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;14;242;MASSACHUSETTS AVE;42.335482;-71.07586449;(42.33548200, -71.07586449)
I172022655;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;388;23.03.2017 09:15;09:15:00;17:00:00;08:00:00;Day;2017;3;Thursday;Workdays;1;9;167;PATTERSON ST;42.27875101;-71.06509431;(42.27875101, -71.06509431)
I172022635;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;460;23.03.2017 05:05;05:05:00;17:00:00;08:00:00;Night;2017;3;Thursday;Workdays;1;5;86;COLUMBIA RD;42.30577465;-71.07948006;(42.30577465, -71.07948006)
I172022550;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;467;22.03.2017 20:34;20:34:00;17:00:00;08:00:00;Night;2017;3;Wednesday;Workdays;1;20;305;WELLINGTON HILL ST;42.28464725;-71.09473285;(42.28464725, -71.09473285)
I172022467;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;522;06.03.2017 15:00;15:00:00;17:00:00;08:00:00;Day;2017;3;Monday;Workdays;1;15;241;EASTON AVE;42.24999342;-71.12344849;(42.24999342, -71.12344849)
I172022413;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;900;17.03.2017 08:00;08:00:00;17:00:00;08:00:00;Day;2017;3;Friday;Workdays;1;8;195;WALFORD WAY;42.37840325;-71.05729035;(42.37840325, -71.05729035)
I172022383;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;356;22.03.2017 11:28;11:28:22;17:00:00;08:00:00;Day;2017;3;Wednesday;Workdays;1;11;193;CHARLES ST;42.29990887;-71.06424768;(42.29990887, -71.06424768)
I172022287;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;B2;B;2;327;22.03.2017 01:43;01:43:00;17:00:00;08:00:00;Night;2017;3;Wednesday;Workdays;1;1;171;HOWARD AVE;42.31468252;-71.07527119;(42.31468252, -71.07527119)
