INCIDENT_NUMBER;OFFENSE_CODE;OFFENSE_CODE_GROUP;OFFENSE_CODE_GROUP_No;OFFENSE_DESCRIPTION;DISTRICT;District_simple;District_simple_No;REPORTING_AREA;OCCURRED_ON_DATE;Hour1;Start_Night;Start_Day;Night_Day;YEAR;MONTH;DAY_OF_WEEK;WE_Workday;WE_Workday_No;HOUR;Counts_per_hour;STREET;Lat;Long;Location
I172095883;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;B2;B;2;179;16.11.2017 23:42;23:42:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;23;231;ALTHER ST;42.3308322;-71.0742883;(42.33083220, -71.07428830)
I172095834;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;50;16.11.2017 08:00;08:00:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;8;195;BRIGHTON ST;42.38321306;-71.07814394;(42.38321306, -71.07814394)
I172095822;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;329;16.11.2017 18:32;18:32:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;18;285;DEVON ST;42.30812619;-71.07692974;(42.30812619, -71.07692974)
I172095812;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;187;16.11.2017 09:30;09:30:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;9;167;HOWELL ST;42.32516265;-71.05817646;(42.32516265, -71.05817646)
I172095762;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;307;16.11.2017 15:34;15:34:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;15;241;WARDMAN RD;42.31529421;-71.09486034;(42.31529421, -71.09486034)
I172095756;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;254;16.11.2017 15:24;15:24:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;15;241;DORCHESTER AVE;42.31168453;-71.05750327;(42.31168453, -71.05750327)
I172095636;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;33;15.11.2017 22:00;22:00:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;22;278;MAVERICK ST;42.36815918;-71.03438535;(42.36815918, -71.03438535)
I172095571;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;799;15.11.2017 23:12;23:12:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;23;231;ASHFORD ST;42.35439061;-71.12544498;(42.35439061, -71.12544498)
I172095530;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;329;15.11.2017 19:36;19:36:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;19;274;BRUNSWICK ST;42.30833371;-71.07599128;(42.30833371, -71.07599128)
I172095482;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;B2;B;2;319;15.11.2017 17:02;17:02:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;17;277;WAYNE ST;42.3072423;-71.08551704;(42.30724230, -71.08551704)
I172095472;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;401;15.11.2017 16:53;16:53:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;16;231;TALBOT AVE;42.2871482;-71.06493039;(42.28714820, -71.06493039)
I172095355;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;938;15.11.2017 10:41;10:41:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;10;178;JETTE CT;42.3468275;-71.14319087;(42.34682750, -71.14319087)
I172095128;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E5;E;5;673;14.11.2017 13:34;13:34:51;17:00:00;08:00:00;Day;2017;11;Tuesday;Workdays;1;13;206;CENTRE ST;42.29310024;-71.13758389;(42.29310024, -71.13758389)
I172094897;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;227;13.11.2017 08:45;08:45:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;8;195;E BROADWAY;42.33568411;-71.03231905;(42.33568411, -71.03231905)
I172094872;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;117;01.10.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;10;Sunday;Weekend;2;10;178;WASHINGTON ST;42.35174282;-71.0627594;(42.35174282, -71.06275940)
I172094854;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;255;13.11.2017 10:15;10:15:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;10;178;DEER ST;42.3124901;-71.05817718;(42.31249010, -71.05817718)
I172094706;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;431;12.11.2017 19:43;19:43:00;17:00:00;08:00:00;Night;2017;11;Sunday;Weekend;2;19;274;LUCERNE ST;42.28718205;-71.08840386;(42.28718205, -71.08840386)
I172094610;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;786;11.11.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;11;Saturday;Weekend;2;10;178;CUMMINGS RD;42.34130609;-71.1449128;(42.34130609, -71.14491280)
I172094607;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;771;11.11.2017 18:00;18:00:00;17:00:00;08:00:00;Night;2017;11;Saturday;Weekend;2;18;285;EULITA TER;42.34657778;-71.15267371;(42.34657778, -71.15267371)
I172094531;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;426;12.11.2017 04:03;04:03:00;17:00:00;08:00:00;Night;2017;11;Sunday;Weekend;2;4;77;RIVER ST;42.26871441;-71.09221139;(42.26871441, -71.09221139)
I172094506;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;571;11.11.2017 23:58;23:58:00;17:00:00;08:00:00;Night;2017;11;Saturday;Weekend;2;23;231;SIGOURNEY ST;42.30892227;-71.09986991;(42.30892227, -71.09986991)
I172094462;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;920;11.11.2017 19:28;19:28:00;17:00:00;08:00:00;Night;2017;11;Saturday;Weekend;2;19;274;BROOKLEDGE ST;42.30956305;-71.08990197;(42.30956305, -71.08990197)
I172094294;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;347;10.11.2017 16:15;16:15:00;17:00:00;08:00:00;Day;2017;11;Friday;Workdays;1;16;231;EAST ST;42.30753893;-71.06080497;(42.30753893, -71.06080497)
I172094183;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;331;10.11.2017 17:57;17:57:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;17;277;COLUMBIA RD;42.3116312;-71.06974316;(42.31163120, -71.06974316)
I172094119;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;761;10.11.2017 14:42;14:42:00;17:00:00;08:00:00;Day;2017;11;Friday;Workdays;1;14;242;ALLEN RD;42.34940629;-71.15920581;(42.34940629, -71.15920581)
I172093984;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;578;10.11.2017 02:15;02:15:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;2;181;DANFORTH ST;42.31866909;-71.10448462;(42.31866909, -71.10448462)
I172093952;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;341;09.11.2017 20:32;20:32:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;20;305;SPEEDWELL ST;42.30406722;-71.06760042;(42.30406722, -71.06760042)
I172093945;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;377;09.11.2017 20:52;20:52:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;20;305;S MUNROE TER;42.29214062;-71.0520224;(42.29214062, -71.05202240)
I172093901;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;611;09.11.2017 08:15;08:15:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;8;195;RIVERWAY;42.33420986;-71.11103286;(42.33420986, -71.11103286)
I172093884;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;771;08.11.2017 19:16;19:16:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;19;274;DIGHTON ST;42.34856807;-71.15495595;(42.34856807, -71.15495595)
I172093685;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;900;08.11.2017 07:00;07:00:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;7;152;BUNKER HILL ST;42.37736388;-71.05791376;(42.37736388, -71.05791376)
I172093616;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;635;08.11.2017 19:52;19:52:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;19;274;LOCHSTEAD AVE;42.31803796;-71.11476952;(42.31803796, -71.11476952)
I172093602;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;293;08.11.2017 18:53;18:53:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;18;285;LOGAN ST;42.32610373;-71.09042875;(42.32610373, -71.09042875)
I172093438;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D4;D;4;620;08.11.2017 11:20;11:20:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;11;193;HEMENWAY ST;42.34587157;-71.08938851;(42.34587157, -71.08938851)
I172093405;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;C11;C;3;377;08.11.2017 09:31;09:31:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;9;167;BOUTWELL ST;42.29106908;-71.05234007;(42.29106908, -71.05234007)
I172093261;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;429;07.11.2017 16:38;16:38:00;17:00:00;08:00:00;Day;2017;11;Tuesday;Workdays;1;16;231;HARWOOD ST;42.2857651;-71.08763245;(42.28576510, -71.08763245)
I172093256;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C11;C;3;389;07.11.2017 16:11;16:11:00;17:00:00;08:00:00;Day;2017;11;Tuesday;Workdays;1;16;231;MILWOOD ST;42.28156897;-71.05770256;(42.28156897, -71.05770256)
I172093246;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;441;07.11.2017 15:15;15:15:00;17:00:00;08:00:00;Day;2017;11;Tuesday;Workdays;1;15;241;NIGHTINGALE ST;42.29540175;-71.08237834;(42.29540175, -71.08237834)
I172093237;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;900;07.11.2017 16:27;16:27:00;17:00:00;08:00:00;Day;2017;11;Tuesday;Workdays;1;16;231;DECATUR ST;42.37763964;-71.0545318;(42.37763964, -71.05453180)
I172093047;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;750;06.11.2017 20:53;20:53:00;17:00:00;08:00:00;Night;2017;11;Monday;Workdays;1;20;305;FOSTER ST;42.34206511;-71.15860127;(42.34206511, -71.15860127)
I172092914;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;586;06.11.2017 15:30;15:30:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;15;241;PARKER ST;42.32957054;-71.09881932;(42.32957054, -71.09881932)
I172092914;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;586;06.11.2017 15:30;15:30:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;15;241;PARKER ST;42.32957054;-71.09881932;(42.32957054, -71.09881932)
I172092907;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;63;06.11.2017 13:46;13:46:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;13;206;MARTHA RD;42.36580175;-71.06538257;(42.36580175, -71.06538257)
I172092869;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;800;06.11.2017 12:45;12:45:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;12;258;GARDNER ST;42.35367844;-71.12861785;(42.35367844, -71.12861785)
I172092833;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A7;A;1;824;06.11.2017 10:37;10:37:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;10;178;BROOKS ST;42.37836482;-71.03473583;(42.37836482, -71.03473583)
I172092825;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;327;06.11.2017 10:41;10:41:00;17:00:00;08:00:00;Day;2017;11;Monday;Workdays;1;10;178;WAYLAND ST;42.31368925;-71.0742708;(42.31368925, -71.07427080)
I172092786;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;219;03.11.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;11;Friday;Workdays;1;10;178;E EIGHTH ST;42.33129745;-71.04864886;(42.33129745, -71.04864886)
I172092761;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;593;06.11.2017 07:45;07:45:00;17:00:00;08:00:00;Night;2017;11;Monday;Workdays;1;7;152;HUNTINGTON AVE;42.3340081;-71.10527895;(42.33400810, -71.10527895)
I172092739;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;329;05.11.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;11;Sunday;Weekend;2;0;244;DEVON ST;42.30812619;-71.07692974;(42.30812619, -71.07692974)
I172092711;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;184;05.11.2017 21:30;21:30:00;17:00:00;08:00:00;Night;2017;11;Sunday;Weekend;2;21;303;NORFOLK AVE;42.32269854;-71.06699941;(42.32269854, -71.06699941)
I172092487;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;606;05.11.2017 02:25;02:25:00;17:00:00;08:00:00;Night;2017;11;Sunday;Weekend;2;2;181;HUNTINGTON AVE;42.33296171;-71.1104193;(42.33296171, -71.11041930)
I172092352;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A1;A;1;79;04.11.2017 16:06;16:06:00;17:00:00;08:00:00;Day;2017;11;Saturday;Weekend;2;16;231;N WASHINGTON ST;42.36611988;-71.05845188;(42.36611988, -71.05845188)
I172092216;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;155;04.11.2017 06:50;06:50:00;17:00:00;08:00:00;Night;2017;11;Saturday;Weekend;2;6;100;W SPRINGFIELD ST;42.34041441;-71.08031699;(42.34041441, -71.08031699)
I172092159;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;794;03.11.2017 18:30;18:30:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;18;285;LONG AVE;42.35014612;-71.13607618;(42.35014612, -71.13607618)
I172092132;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;796;03.11.2017 20:26;20:26:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;20;305;REEDSDALE ST;42.35174866;-71.12953705;(42.35174866, -71.12953705)
I172092111;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;D14;D;4;796;03.11.2017 19:23;19:23:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;19;274;LINDEN ST;42.35179211;-71.13023989;(42.35179211, -71.13023989)
I172092090;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;446;03.11.2017 18:34;18:34:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;18;285;HARVARD ST;42.29717969;-71.07667594;(42.29717969, -71.07667594)
I172092030;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;417;03.11.2017 16:10;16:10:00;17:00:00;08:00:00;Day;2017;11;Friday;Workdays;1;16;231;MORA ST;42.28208198;-71.07364875;(42.28208198, -71.07364875)
I172092016;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;188;02.11.2017 18:00;18:00:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;18;285;ROSECLAIR ST;42.32082017;-71.06010572;(42.32082017, -71.06010572)
I172091897;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;229;03.11.2017 02:00;02:00:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;2;181;E FIFTH ST;42.33381437;-71.04284935;(42.33381437, -71.04284935)
I172091840;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;C6;C;3;214;03.11.2017 00:07;00:07:00;17:00:00;08:00:00;Night;2017;11;Friday;Workdays;1;0;244;DORCHESTER ST;42.33438345;-71.04806924;(42.33438345, -71.04806924)
I172091821;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;334;02.11.2017 22:57;22:57:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;22;278;HANCOCK ST;42.31223006;-71.06391367;(42.31223006, -71.06391367)
I172091809;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;C6;C;3;213;02.11.2017 22:21;22:21:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;22;278;W THIRD ST;42.33665636;-71.04538535;(42.33665636, -71.04538535)
I172091786;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A15;A;1;50;02.11.2017 18:55;18:55:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;18;285;CAMBRIDGE ST;42.38281824;-71.07751288;(42.38281824, -71.07751288)
I172091666;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B2;B;2;311;02.11.2017 12:01;12:01:00;17:00:00;08:00:00;Day;2017;11;Thursday;Workdays;1;12;258;MAYWOOD ST;42.31679542;-71.07964562;(42.31679542, -71.07964562)
I172091542;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E18;E;5;493;02.11.2017 01:51;01:51:00;17:00:00;08:00:00;Night;2017;11;Thursday;Workdays;1;1;171;METROPOLITAN AVE;42.2639;-71.1178015;(42.26390000, -71.11780150)
I172091390;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C6;C;3;236;01.11.2017 10:00;10:00:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;10;178;ROSECLAIR ST;42.32087315;-71.0584977;(42.32087315, -71.05849770)
I172091370;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A15;A;1;50;01.11.2017 06:15;06:15:00;17:00:00;08:00:00;Night;2017;11;Wednesday;Workdays;1;6;100;CAMBRIDGE ST;42.38281824;-71.07751288;(42.38281824, -71.07751288)
I172091339;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;152;01.11.2017 11:47;11:47:00;17:00:00;08:00:00;Day;2017;11;Wednesday;Workdays;1;11;193;TREMONT ST;42.34299572;-71.07344065;(42.34299572, -71.07344065)
I172090999;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;750;31.10.2017 01:00;01:00:00;17:00:00;08:00:00;Night;2017;10;Tuesday;Workdays;1;1;171;FOSTER ST;42.34112019;-71.15916542;(42.34112019, -71.15916542)
I172090909;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;355;31.10.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;10;Tuesday;Workdays;1;0;244;PARK ST;42.29878438;-71.06011998;(42.29878438, -71.06011998)
I172090814;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;C11;C;3;340;30.10.2017 17:45;17:45:00;17:00:00;08:00:00;Night;2017;10;Monday;Workdays;1;17;277;MOUNT IDA RD;42.30480488;-71.06421426;(42.30480488, -71.06421426)
I172090791;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;E5;E;5;672;30.10.2017 16:24;16:24:00;17:00:00;08:00:00;Day;2017;10;Monday;Workdays;1;16;231;SOUTH ST;42.28879992;-71.1337079;(42.28879992, -71.13370790)
I172090532;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A7;A;1;12;29.10.2017 20:49;20:49:00;17:00:00;08:00:00;Night;2017;10;Sunday;Weekend;2;20;305;BENNINGTON ST;42.38425126;-71.01381492;(42.38425126, -71.01381492)
I172090500;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;435;29.10.2017 18:31;18:31:00;17:00:00;08:00:00;Night;2017;10;Sunday;Weekend;2;18;285;PEACEVALE RD;42.28716674;-71.07633479;(42.28716674, -71.07633479)
I172090398;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;444;29.10.2017 11:22;11:22:00;17:00:00;08:00:00;Day;2017;10;Sunday;Weekend;2;11;193;BRADSHAW ST;42.29813306;-71.08393278;(42.29813306, -71.08393278)
I172090370;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D4;D;4;132;29.10.2017 08:46;08:46:00;17:00:00;08:00:00;Day;2017;10;Sunday;Weekend;2;8;195;MARLBOROUGH ST;42.3531455;-71.07763936;(42.35314550, -71.07763936)
I172090267;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;645;28.10.2017 12:30;12:30:00;17:00:00;08:00:00;Day;2017;10;Saturday;Weekend;2;12;258;SEAVERNS AVE;42.31118598;-71.11010393;(42.31118598, -71.11010393)
I172090168;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;792;27.10.2017 22:30;22:30:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;22;278;ALLSTON ST;42.34546292;-71.13947483;(42.34546292, -71.13947483)
I172090150;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E5;E;5;673;28.10.2017 14:10;14:10:00;17:00:00;08:00:00;Day;2017;10;Saturday;Weekend;2;14;242;CENTRE ST;42.29310024;-71.13758389;(42.29310024, -71.13758389)
I172090035;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;795;27.10.2017 22:00;22:00:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;22;278;ISLINGTON TER;42.35270538;-71.1370989;(42.35270538, -71.13709890)
I172090003;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D14;D;4;792;27.10.2017 23:31;23:31:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;23;231;WOODSTOCK AVE;42.34644627;-71.1369669;(42.34644627, -71.13696690)
I172089934;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;789;27.10.2017 19:15;19:15:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;19;274;COMMONWEALTH AVE;42.33819349;-71.15278774;(42.33819349, -71.15278774)
I172089922;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;752;27.10.2017 19:08;19:08:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;19;274;WASHINGTON ST;42.34895731;-71.16228786;(42.34895731, -71.16228786)
I172089909;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;D4;D;4;273;27.10.2017 17:02;17:02:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;17;277;NORTHAMPTON ST;42.33798932;-71.08003746;(42.33798932, -71.08003746)
I172089843;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;A7;A;1;24;27.10.2017 14:48;14:48:00;17:00:00;08:00:00;Day;2017;10;Friday;Workdays;1;14;242;EUTAW ST;42.37949215;-71.03685008;(42.37949215, -71.03685008)
I172089771;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B2;B;2;327;27.10.2017 11:48;11:48:00;17:00:00;08:00:00;Day;2017;10;Friday;Workdays;1;11;193;WAYLAND ST;42.31368925;-71.0742708;(42.31368925, -71.07427080)
I172089682;521;Residential Burglary;1;BURGLARY - RESIDENTIAL - ATTEMPT;E13;E;5;570;27.10.2017 00:44;00:44:00;17:00:00;08:00:00;Night;2017;10;Friday;Workdays;1;0;244;KENTON RD;42.30605427;-71.10449432;(42.30605427, -71.10449432)
I172089643;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;A1;A;1;116;26.10.2017 07:00;07:00:00;17:00:00;08:00:00;Night;2017;10;Thursday;Workdays;1;7;152;OXFORD ST;42.35193461;-71.06048592;(42.35193461, -71.06048592)
I172089639;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;449;26.10.2017 06:50;06:50:00;17:00:00;08:00:00;Night;2017;10;Thursday;Workdays;1;6;100;SPENCER ST;42.2920407;-71.07544515;(42.29204070, -71.07544515)
I172089606;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;B3;B;2;432;26.10.2017 18:23;18:23:00;17:00:00;08:00:00;Night;2017;10;Thursday;Workdays;1;18;285;JONES AVE;42.28622643;-71.08378254;(42.28622643, -71.08378254)
I172089453;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;B3;B;2;945;26.10.2017 00:00;00:00:00;17:00:00;08:00:00;Night;2017;10;Thursday;Workdays;1;0;244;WESTVIEW ST;42.29073239;-71.08528234;(42.29073239, -71.08528234)
I172089359;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;640;25.10.2017 23:00;23:00:19;17:00:00;08:00:00;Night;2017;10;Wednesday;Workdays;1;23;231;GREEN ST;42.31185766;-71.11023952;(42.31185766, -71.11023952)
I172089355;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;640;25.10.2017 16:00;16:00:00;17:00:00;08:00:00;Day;2017;10;Wednesday;Workdays;1;16;231;CHESTNUT AVE;42.31290884;-71.10986001;(42.31290884, -71.10986001)
I172089336;522;Residential Burglary;1;BURGLARY - RESIDENTIAL - NO FORCE;E13;E;5;575;25.10.2017 21:07;21:07:00;17:00:00;08:00:00;Night;2017;10;Wednesday;Workdays;1;21;303;GERMANIA ST;42.31406507;-71.10236678;(42.31406507, -71.10236678)
I172089331;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;640;25.10.2017 21:13;21:13:29;17:00:00;08:00:00;Night;2017;10;Wednesday;Workdays;1;21;303;CHESTNUT AVE;42.31290884;-71.10986001;(42.31290884, -71.10986001)
I172089326;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;E13;E;5;645;25.10.2017 20:43;20:43:00;17:00:00;08:00:00;Night;2017;10;Wednesday;Workdays;1;20;305;ALVESTON ST;42.31140302;-71.11202493;(42.31140302, -71.11202493)
I172089312;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;A15;A;1;56;25.10.2017 08:15;08:15:00;17:00:00;08:00:00;Day;2017;10;Wednesday;Workdays;1;8;195;CORDIS ST;42.37502629;-71.06294744;(42.37502629, -71.06294744)
I172089260;520;Residential Burglary;1;BURGLARY - RESIDENTIAL - FORCE;D14;D;4;759;25.10.2017 08:30;08:30:00;17:00:00;08:00:00;Day;2017;10;Wednesday;Workdays;1;8;195;FANEUIL ST;42.35174138;-71.16591844;(42.35174138, -71.16591844)
